,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
327357,I162049541,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,388,,2016-05-02 11:13:00,2016,5,Monday,11,Part Two,ADAMS ST,42.27282017,-71.06525771,"(42.27282017, -71.06525771)"
382845,I152097498,3115,Investigate Person,INVESTIGATE PERSON,B2,305,,2015-11-24 14:30:00,2015,11,Tuesday,14,Part Three,WALNUT AVE,42.32101261,-71.08587919,"(42.32101261, -71.08587919)"
381268,I152099260,1001,Counterfeiting,FORGERY / COUNTERFEITING,D4,285,,2015-12-01 16:00:00,2015,12,Tuesday,16,Part Two,TREMONT ST,42.33640891,-71.08565039,"(42.33640891, -71.08565039)"
374731,I152106514,1402,Vandalism,VANDALISM,A15,55,,2015-12-24 18:30:00,2015,12,Thursday,18,Part Two,BARTLETT ST,42.3781274,-71.06362168,"(42.37812740, -71.06362168)"
143541,I182031285,801,Simple Assault,ASSAULT - SIMPLE,B2,320,,2018-04-26 16:45:00,2018,4,Thursday,16,Part Two,ELM HILL AVE,42.31130975,-71.0861002,"(42.31130975, -71.08610020)"
143155,I182031671,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,C11,337,,2018-04-27 22:18:00,2018,4,Friday,22,Part Three,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
108169,I182068485,613,Larceny,LARCENY SHOPLIFTING,D4,171,,2018-08-26 15:31:00,2018,8,Sunday,15,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
16534,I192060712,3115,Investigate Person,INVESTIGATE PERSON,B2,182,,2019-08-04 18:41:00,2019,8,Sunday,18,Part Three,CLIFTON ST,42.32321224,-71.07079676,"(42.32321224, -71.07079676)"
387657,I152092181,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E18,495,,2015-11-06 13:01:00,2015,11,Friday,13,Part Two,GREENWOOD AVE,42.26546031,-71.12023924,"(42.26546031, -71.12023924)"
366031,I162008053,2629,Harassment,HARASSMENT,A7,28,,2016-01-30 13:39:00,2016,1,Saturday,13,Part Two,GOVE ST,42.37161486,-71.03766485,"(42.37161486, -71.03766485)"
318124,I162059477,2204,Liquor Violation,LIQUOR LAW VIOLATION,D4,624,,2016-07-25 22:38:00,2016,7,Monday,22,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,"(42.34746241, -71.09826597)"
289138,I162090531,3115,Investigate Person,INVESTIGATE PERSON,B3,469,,2016-11-04 20:11:00,2016,11,Friday,20,Part Three,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
60060,I192014775,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,655,,2019-02-26 10:40:00,2019,2,Tuesday,10,Part Three,BOWDITCH RD,42.31086583,-71.12619888,"(42.31086583, -71.12619888)"
271033,I172003596,3125,Warrant Arrests,WARRANT ARREST,C6, ,,2017-01-14 02:30:00,2017,1,Saturday,2,Part Three,,,,"(0.00000000, 0.00000000)"
279527,I162100907,1402,Vandalism,VANDALISM,A1,101,,2016-12-09 17:00:00,2016,12,Friday,17,Part Two,BROAD ST,42.35782625,-71.05363923,"(42.35782625, -71.05363923)"
406772,I152071450,1201,Embezzlement,EMBEZZLEMENT,B2,603,,2015-08-28 15:34:00,2015,8,Friday,15,Part Two,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
238826,I172037848,2629,Harassment,HARASSMENT,A15,900,,2017-05-14 08:48:00,2017,5,Sunday,8,Part Two,O'REILLY WAY,42.37761517,-71.05746278,"(42.37761517, -71.05746278)"
114717,I182061502,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2018-08-03 16:03:00,2018,8,Friday,16,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
323304,I162053909,1402,Vandalism,VANDALISM,C11,402,,2016-07-07 01:04:00,2016,7,Thursday,1,Part Two,WASHINGTON ST,42.28277895,-71.07135525,"(42.28277895, -71.07135525)"
370554,I162003201,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A1,91,,2016-01-12 13:03:00,2016,1,Tuesday,13,Other,ATLANTIC AVE,42.3613248,-71.05243553,"(42.36132480, -71.05243553)"
60622,I192014171,3301,Verbal Disputes,VERBAL DISPUTE,C11,344,,2019-02-24 01:16:00,2019,2,Sunday,1,Part Three,CORONA ST,42.30146198,-71.06895959999999,"(42.30146198, -71.06895960)"
24387,I192052492,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,364,,2019-07-09 08:15:00,2019,7,Tuesday,8,Part Three,ADAMS ST,42.29572986,-71.05626008,"(42.29572986, -71.05626008)"
25592,I192051213,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,495,,2019-07-04 19:57:00,2019,7,Thursday,19,Part Three,GREENWOOD AVE,42.26470249,-71.11898016,"(42.26470249, -71.11898016)"
392594,I152086802,3115,Investigate Person,INVESTIGATE PERSON,A7,31,,2015-10-19 12:15:00,2015,10,Monday,12,Part Three,BREMEN ST,42.37346135,-71.03356923,"(42.37346135, -71.03356923)"
107816,I182068865,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,328,,2018-08-27 21:31:00,2018,8,Monday,21,Part Three,INTERVALE ST,42.30967102,-71.07522395,"(42.30967102, -71.07522395)"
216884,I172061270,3115,Investigate Person,INVESTIGATE PERSON,D4,272,,2017-07-27 11:15:00,2017,7,Thursday,11,Part Three,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
424051,I152052248,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D14,799,,2015-06-24 11:50:00,2015,6,Wednesday,11,Part One,BRIGHTON AVE,42.35232814,-71.12603095,"(42.35232814, -71.12603095)"
220928,I172056940,3207,Property Found,PROPERTY - FOUND,A7,26,,2017-07-14 12:30:00,2017,7,Friday,12,Part Three,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
232845,I172044307,3301,Verbal Disputes,VERBAL DISPUTE,B3,444,,2017-06-04 14:57:00,2017,6,Sunday,14,Part Three,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
264927,I172010118,3115,Investigate Person,INVESTIGATE PERSON,B3,453,,2017-02-06 21:52:00,2017,2,Monday,21,Part Three,SCHOOL ST,42.296592700000005,-71.07332173,"(42.29659270, -71.07332173)"
60649,I192014136,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,350,,2019-02-23 20:49:00,2019,2,Saturday,20,Part Three,LEONARD ST,42.30200898,-71.05696814,"(42.30200898, -71.05696814)"
35403,I192040780,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,576,,2019-05-31 11:09:00,2019,5,Friday,11,Part Three,AMORY ST,42.31532445,-71.10427615,"(42.31532445, -71.10427615)"
158971,I182014994,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,705,,2018-02-24 09:01:00,2018,2,Saturday,9,Part Two,LAGRANGE ST,42.27326387,-71.14401468,"(42.27326387, -71.14401468)"
104204,I182072631,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,349,,2018-09-09 11:20:00,2018,9,Sunday,11,Part One,DORCHESTER AVE,42.30396336,-71.05924636,"(42.30396336, -71.05924636)"
156948,I182017191,3114,Investigate Property,INVESTIGATE PROPERTY,A1,82,,2018-03-06 12:24:00,2018,3,Tuesday,12,Part Three,COMMERCIAL ST,42.367271,-71.05272807,"(42.36727100, -71.05272807)"
164344,I182009290,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,186,,2018-02-04 19:20:00,2018,2,Sunday,19,Part Three,BOSTON ST,42.32593682,-71.05885279,"(42.32593682, -71.05885279)"
170077,I182003263,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,395,,2018-01-12 20:30:00,2018,1,Friday,20,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)"
147882,I182026763,3114,Investigate Property,INVESTIGATE PROPERTY,C6,175,,2018-04-10 17:22:00,2018,4,Tuesday,17,Part Three,GIBSON ST,42.29755533,-71.05970909999999,"(42.29755533, -71.05970910)"
52925,I192022331,1402,Vandalism,VANDALISM,C11,381,,2019-03-27 07:10:45,2019,3,Wednesday,7,Part Two,GALLIVAN BLVD,42.28512354,-71.04405667,"(42.28512354, -71.04405667)"
156861,I182017287,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B2,263,,2018-03-06 16:30:00,2018,3,Tuesday,16,Part Three,DUDLEY ST,42.323561100000006,-71.07374226,"(42.32356110, -71.07374226)"
203707,I172075232,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,120,,2017-09-10 19:52:00,2017,9,Sunday,19,Part Three,PARK PLZ,42.35162789,-71.06866409999999,"(42.35162789, -71.06866410)"
377866,I152103064,3410,Towed,TOWED MOTOR VEHICLE,D4,151,,2015-12-14 08:11:00,2015,12,Monday,8,Part Three,CLARENDON ST,42.34589437,-71.07284692,"(42.34589437, -71.07284692)"
185661,I172094327,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,811,,2017-11-11 09:57:00,2017,11,Saturday,9,Part Three,WESTERN AVE,42.36322276,-71.13494592,"(42.36322276, -71.13494592)"
389952,I152089640,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,270,,2015-10-29 07:57:00,2015,10,Thursday,7,Part One,ALBANY ST,42.331854799999995,-71.07590333,"(42.33185480, -71.07590333)"
275474,I162105349,3125,Warrant Arrests,WARRANT ARREST,D4,594,,2016-12-27 18:14:00,2016,12,Tuesday,18,Part Three,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.34186952, -71.08372190)"
136084,I182039080,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,E13,646,,2018-05-22 14:45:00,2018,5,Tuesday,14,Part Three,CENTRE ST,42.31069447,-71.11468072,"(42.31069447, -71.11468072)"
123372,I182052415,617,Larceny,LARCENY THEFT FROM BUILDING,A1,115,,2018-07-03 14:00:00,2018,7,Tuesday,14,Part One,ATLANTIC AVE,42.35160937,-71.05600201,"(42.35160937, -71.05600201)"
386378,I152093628,3410,Towed,TOWED MOTOR VEHICLE,D4,285,,2015-11-10 18:00:00,2015,11,Tuesday,18,Part Three,HAMMOND ST,42.33595449,-71.08301373,"(42.33595449, -71.08301373)"
240947,I172035607,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,48,,2017-05-06 12:53:00,2017,5,Saturday,12,Part Three,ARLINGTON AVE,42.387342600000004,-71.07504770000001,"(42.38734260, -71.07504770)"
21307,I192055683,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,915,,2019-07-19 13:30:00,2019,7,Friday,13,Part Two,PATTERSON WAY,42.33121125,-71.05149265,"(42.33121125, -71.05149265)"
43640,I192032227,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,D4,165,,2019-05-01 21:33:00,2019,5,Wednesday,21,Part Three,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
53369,I192021844,724,Auto Theft,AUTO THEFT,B3,434,,2019-03-25 11:40:00,2019,3,Monday,11,Part One,MILTON AVE,42.28347978,-71.07645408,"(42.28347978, -71.07645408)"
415065,I152062376,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,175,,2015-07-28 15:30:00,2015,7,Tuesday,15,Part Three,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
251555,I172024274,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,,2017-03-29 08:00:00,2017,3,Wednesday,8,Part Three,MALCOLM X BLVD,,,"(0.00000000, 0.00000000)"
218227,I172059857,3301,Verbal Disputes,VERBAL DISPUTE,B3,457,,2017-07-23 18:01:00,2017,7,Sunday,18,Part Three,BRADSHAW ST,42.29855717,-71.08348265,"(42.29855717, -71.08348265)"
384180,I152096038,3115,Investigate Person,INVESTIGATE PERSON,E5, ,,2015-11-19 11:55:00,2015,11,Thursday,11,Part Three,,,,"(0.00000000, 0.00000000)"
114055,I182062221,3301,Verbal Disputes,VERBAL DISPUTE,B2,316,,2018-08-06 09:17:00,2018,8,Monday,9,Part Three,HOMESTEAD ST,42.31242132,-71.09154902,"(42.31242132, -71.09154902)"
330103,I162046658,3410,Towed,TOWED MOTOR VEHICLE,E18,498,,2016-06-13 12:25:00,2016,6,Monday,12,Part Three,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
373503,I152107866,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,262,,2015-12-31 22:29:00,2015,12,Thursday,22,Part Two,WOODVILLE ST,42.32091419,-71.07546293,"(42.32091419, -71.07546293)"
55827,I192019224,2405,Disorderly Conduct,DISORDERLY CONDUCT,A7,29,,2019-03-15 12:34:00,2019,3,Friday,12,Part Two,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
328503,I162048312,3301,Verbal Disputes,VERBAL DISPUTE,E18,481,,2016-06-18 00:48:00,2016,6,Saturday,0,Part Three,ROSEWOOD ST,42.26761320000001,-71.09848676,"(42.26761320, -71.09848676)"
220154,I172057809,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,,2017-07-17 11:47:00,2017,7,Monday,11,Part Three,DENNIS ST,,,"(0.00000000, 0.00000000)"
71412,I192002929,613,Larceny,LARCENY SHOPLIFTING,C11,340,,2019-01-11 14:36:00,2019,1,Friday,14,Part One,BOWDOIN ST,42.30648026,-71.06675783,"(42.30648026, -71.06675783)"
290524,I162089069,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,98,,2016-10-24 17:47:00,2016,10,Monday,17,Part Two,STATE ST,42.35885076,-71.05696533,"(42.35885076, -71.05696533)"
282139,I162098082,2647,Other,THREATS TO DO BODILY HARM,E18,543,,2016-12-01 19:10:00,2016,12,Thursday,19,Part Two,AVILA RD,42.25556295,-71.12743688,"(42.25556295, -71.12743688)"
165051,I182008542,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,326,,2018-02-01 20:13:00,2018,2,Thursday,20,Part Two,DUNKELD ST,42.31242508,-71.07587329,"(42.31242508, -71.07587329)"
91632,I182085860,3208,Property Lost,PROPERTY - MISSING,D4,628,,2018-10-23 15:00:00,2018,10,Tuesday,15,Part Three,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
381052,I152099500,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,182,,2015-12-02 08:00:00,2015,12,Wednesday,8,Part Three,SHIRLEY ST,42.325694899999995,-71.06816778,"(42.32569490, -71.06816778)"
175844,I172104742,619,Larceny,LARCENY ALL OTHERS,E13,302,,2017-12-19 14:10:00,2017,12,Tuesday,14,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
240897,I172035660,617,Larceny,LARCENY THEFT FROM BUILDING,A1,112,,2017-05-06 16:30:00,2017,5,Saturday,16,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
228640,I172048849,3125,Warrant Arrests,WARRANT ARREST,E5,681,,2017-06-18 19:20:00,2017,6,Sunday,19,Part Three,WALWORTH ST,42.28317041,-71.13740328,"(42.28317041, -71.13740328)"
282916,I162097226,3115,Investigate Person,INVESTIGATE PERSON,C11,244,,2016-11-28 19:51:00,2016,11,Monday,19,Part Three,DORCHESTER AVE,42.31587074,-71.05668311,"(42.31587074, -71.05668311)"
246359,I172029814,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,563,,2017-04-17 02:55:00,2017,4,Monday,2,Part Two,FLORENCE ST,42.28756847,-71.12281551,"(42.28756847, -71.12281551)"
95517,I182081755,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,239,,2018-10-09 21:59:00,2018,10,Tuesday,21,Part Three,HAMLET ST,42.31825963,-71.0646493,"(42.31825963, -71.06464930)"
255894,I172019648,2647,Other,THREATS TO DO BODILY HARM,B3,457,,2017-03-12 21:01:00,2017,3,Sunday,21,Part Two,GLENWAY ST,42.30066139,-71.08328208,"(42.30066139, -71.08328208)"
165924,I182007612,3201,Property Lost,PROPERTY - LOST,A1,106,,2018-01-29 12:43:00,2018,1,Monday,12,Part Three,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
68303,I192006218,3115,Investigate Person,INVESTIGATE PERSON,D14,792,,2018-12-14 13:07:00,2018,12,Friday,13,Part Three,KELTON ST,42.34731413,-71.13770456,"(42.34731413, -71.13770456)"
332277,I162044303,2647,Other,THREATS TO DO BODILY HARM,D4,171,,2016-05-04 12:00:00,2016,5,Wednesday,12,Part Two,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
158615,I182015384,2610,Other,TRESPASSING,B2,280,,2018-02-27 15:18:00,2018,2,Tuesday,15,Part Two,DUDLEY ST,42.32883627,-71.08459849,"(42.32883627, -71.08459849)"
238532,I172038168,3115,Investigate Person,INVESTIGATE PERSON,D14,810,,2017-05-15 09:45:00,2017,5,Monday,9,Part Three,ATHOL ST,42.36107276,-71.13431240000001,"(42.36107276, -71.13431240)"
386496,I152093498,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,472,,2015-11-10 18:14:00,2015,11,Tuesday,18,Part Two,ORLANDO ST,42.27544327,-71.09817294,"(42.27544327, -71.09817294)"
341318,I162034600,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,370,,2016-05-04 11:23:00,2016,5,Wednesday,11,Part Three,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
146025,I182028697,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,591,,2018-04-12 17:30:00,2018,4,Thursday,17,Part Two,FENWAY,42.34598303,-71.09031847,"(42.34598303, -71.09031847)"
345162,I162030502,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4, ,,2016-04-19 23:26:00,2016,4,Tuesday,23,Part Two,,,,"(0.00000000, 0.00000000)"
285199,I162094723,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,,2016-11-19 12:44:00,2016,11,Saturday,12,Part Three,,,,"(0.00000000, 0.00000000)"
52070,I192023231,617,Larceny,LARCENY THEFT FROM BUILDING,B3,411,,2019-03-29 12:45:00,2019,3,Friday,12,Part One,STANDARD ST,42.27451263,-71.08004896,"(42.27451263, -71.08004896)"
201524,I172077496,3115,Investigate Person,INVESTIGATE PERSON,D4,138,,2017-09-17 18:19:00,2017,9,Sunday,18,Part Three,EXETER ST,42.35030915,-71.07988963,"(42.35030915, -71.07988963)"
329930,I162046822,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,808,,2016-06-13 17:15:00,2016,6,Monday,17,Part One,EVERETT ST,42.35973903,-71.13678784,"(42.35973903, -71.13678784)"
407917,I152070158,3301,Verbal Disputes,VERBAL DISPUTE,C11,340,,2015-08-24 14:36:00,2015,8,Monday,14,Part Three,MOUNT IDA RD,42.30629091,-71.06512497,"(42.30629091, -71.06512497)"
276033,I162104712,3301,Verbal Disputes,VERBAL DISPUTE,B3,456,,2016-12-24 19:34:00,2016,12,Saturday,19,Part Three,FOWLER ST,42.30085931,-71.08128808,"(42.30085931, -71.08128808)"
229048,I172048397,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D4,170,,2017-06-17 02:47:00,2017,6,Saturday,2,Part Two,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
74042,I192000190,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,2019-01-01 13:53:00,2019,1,Tuesday,13,Part Three,SARATOGA ST,42.37569234,-71.03880927,"(42.37569234, -71.03880927)"
263459,I172011711,3410,Towed,TOWED MOTOR VEHICLE,C11,254,,2017-02-13 06:58:00,2017,2,Monday,6,Part Three,AUCKLAND ST,42.31201451,-71.05632278,"(42.31201451, -71.05632278)"
219953,I172058023,2647,Other,THREATS TO DO BODILY HARM,E18,780,,2017-07-17 20:37:00,2017,7,Monday,20,Part Two,MARKET ST,42.35524901,-71.14966815,"(42.35524901, -71.14966815)"
242034,I172034464,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,C11,343,,2017-05-01 21:45:00,2017,5,Monday,21,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
152092,I182022296,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,168,,2018-03-24 18:03:00,2018,3,Saturday,18,Part Two,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
178030,I172102387,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,2017-12-10 14:30:00,2017,12,Sunday,14,Part Three,SARATOGA ST,42.38064063,-71.02556481,"(42.38064063, -71.02556481)"
208383,I172070242,2610,Other,TRESPASSING,B3,441,,2017-08-25 07:38:00,2017,8,Friday,7,Part Two,KINGSDALE ST,42.29478707,-71.08206875,"(42.29478707, -71.08206875)"
379275,I152101495,3502,Missing Person Located,MISSING PERSON - LOCATED,E18,480,,2015-12-08 19:10:00,2015,12,Tuesday,19,Part Three,CUMMINS HWY,42.27022181,-71.09892736,"(42.27022181, -71.09892736)"
85033,I182093309,3114,Investigate Property,INVESTIGATE PROPERTY,D4,149,,2018-11-18 11:02:00,2018,11,Sunday,11,Part Three,DARTMOUTH ST,42.34640381,-71.07551289,"(42.34640381, -71.07551289)"
102371,I182074636,619,Larceny,LARCENY ALL OTHERS,D4,141,,2018-09-16 03:09:00,2018,9,Sunday,3,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
233132,I172044003,1402,Vandalism,VANDALISM,B2,321,,2017-06-03 13:02:00,2017,6,Saturday,13,Part Two,WARREN ST,42.3108917,-71.08322396,"(42.31089170, -71.08322396)"
18336,I192058839,1402,Vandalism,VANDALISM,C6, ,,2019-07-29 21:47:00,2019,7,Monday,21,Part Two,,,,"(0.00000000, 0.00000000)"
35416,I192040765,3125,Warrant Arrests,WARRANT ARREST,A1,76,,2019-05-31 09:10:00,2019,5,Friday,9,Part Three,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)"
226373,I172051249,613,Larceny,LARCENY SHOPLIFTING,D4,272,,2017-06-26 08:38:00,2017,6,Monday,8,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
317796,I162059844,3201,Property Lost,PROPERTY - LOST,D14,796,,2016-07-27 01:22:00,2016,7,Wednesday,1,Part Three,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
228068,I172049452,619,Larceny,LARCENY ALL OTHERS,E18,940,,2017-06-20 17:24:00,2017,6,Tuesday,17,Part One,GARFIELD AVE,42.24361883,-71.11989255,"(42.24361883, -71.11989255)"
220719,I172057173,3114,Investigate Property,INVESTIGATE PROPERTY,B2, ,,2017-07-15 02:48:00,2017,7,Saturday,2,Part Three,,,,"(0.00000000, 0.00000000)"
399953,I152078827,3115,Investigate Person,INVESTIGATE PERSON,A15,900,,2015-09-22 07:29:00,2015,9,Tuesday,7,Part Three,CARNEY CT,42.37915428,-71.06022431,"(42.37915428, -71.06022431)"
17253,I192059971,3410,Towed,TOWED MOTOR VEHICLE,C11,393,,2019-08-02 10:56:00,2019,8,Friday,10,Part Three,WRENTHAM ST,42.28790635,-71.06199818,"(42.28790635, -71.06199818)"
362541,I162011807,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2016-02-13 20:15:00,2016,2,Saturday,20,Part Two,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
59146,I192015749,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,161,,2019-03-01 21:37:00,2019,3,Friday,21,Part Two,TREMONT ST,42.34701666,-71.06886238,"(42.34701666, -71.06886238)"
173596,I172107177,3410,Towed,TOWED MOTOR VEHICLE,B2,614,,2017-12-29 17:45:00,2017,12,Friday,17,Part Three,FENWAY,42.34161992,-71.10215899,"(42.34161992, -71.10215899)"
210753,I172067762,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,794,,2017-08-17 10:56:00,2017,8,Thursday,10,Part One,COMMONWEALTH AVE,42.35007201,-71.13202926,"(42.35007201, -71.13202926)"
342415,I162033419,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,329,,2016-04-30 02:15:00,2016,4,Saturday,2,Part Three,GENEVA AVE,42.30824094,-71.08128527,"(42.30824094, -71.08128527)"
171948,I182001267,1825,Drug Violation,DRUGS - POSSESSION OF DRUG PARAPHANALIA,A1,111,,2018-01-06 01:45:00,2018,1,Saturday,1,Part Two,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
402852,I152075697,2403,Disorderly Conduct,DISTURBING THE PEACE,C11,337,,2015-09-12 02:57:00,2015,9,Saturday,2,Part Two,EVERTON ST,42.30481467,-71.07218295,"(42.30481467, -71.07218295)"
109609,I182066962,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-08-21 16:02:00,2018,8,Tuesday,16,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
